tick,population,average_age,collisions,deaths_collision,deaths_age,births_clone,births_spontaneous
2293,8,318.625,0,0,0,0,0
2294,8,319.625,0,0,0,0,0
2295,7,272.857,0,0,1,0,0
2296,7,273.857,0,0,0,0,0
2297,7,274.857,0,0,0,0,0
2298,7,275.857,0,0,0,0,0
2299,7,276.857,0,0,0,0,0
2300,7,277.857,0,0,0,0,0
2301,7,278.857,0,0,0,0,0
2302,8,244.875,0,0,0,0,1
2303,8,245.875,0,0,0,0,0
2304,8,246.875,0,0,0,0,0
2305,8,247.875,0,0,0,0,0
2306,8,248.875,0,0,0,0,0
